"","Station","Expedition","Vessel","TaxGroup","Taxon","original_id","Dev_stage","Sex","Length","Abundance_m3","Abundance_m2","eventID"
"2169","F 53-144","IYS2022","Franklin","copepod","Eucalanus spp. C1-C4","Eucalanus spp.","C4","","",1.59561,478.683,"IYS2022-Franklin-5-53-144-Bongo-1"
"2170","F 53-144","IYS2022","Franklin","copepod","Pleuromamma spp. C1-C4","Pleuromamma spp.","C3","","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2171","F 53-144","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","","> 10mm",1.99452,598.356,"IYS2022-Franklin-5-53-144-Bongo-1"
"2172","F 53-144","IYS2022","Franklin","ostracod","Ostracoda","Alacia aff major","","","< 5mm",0.02493,7.479,"IYS2022-Franklin-5-53-144-Bongo-1"
"2173","F 53-144","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus minutus","C6","F","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2174","F 53-144","IYS2022","Franklin","polychaete","Tomopteris spp.","Tomopteris septentrionalis","","",">= 5mm < 10mm",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2175","F 53-144","IYS2022","Franklin","gastropod","Clione limacina","Clione limacina","polytroch","","< 2mm",1.59561,478.683,"IYS2022-Franklin-5-53-144-Bongo-1"
"2176","F 53-144","IYS2022","Franklin","copepod","Metridia pacifica C5-C6","Metridia pacifica","C6","F","",3.98903,1196.709,"IYS2022-Franklin-5-53-144-Bongo-1"
"2177","F 53-144","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","F","",0.49863,149.589,"IYS2022-Franklin-5-53-144-Bongo-1"
"2178","F 53-144","IYS2022","Franklin","copepod","Metridia aff. lucens C5-C6","Metridia aff lucens","C6","F","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2179","F 53-144","IYS2022","Franklin","ostracod","Ostracoda","Conchoecia rudjakovi","","","< 5mm",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2180","F 53-144","IYS2022","Franklin","copepod","Paraeuchaeta elongata C4-C6","Paraeuchaeta elongata","C6","M","",0.09973,29.919,"IYS2022-Franklin-5-53-144-Bongo-1"
"2181","F 53-144","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C6","F","",0.69808,209.424,"IYS2022-Franklin-5-53-144-Bongo-1"
"2182","F 53-144","IYS2022","Franklin","amphipod","Primno abyssalis","Primno abyssalis","","","< 5mm",0.04986,14.958,"IYS2022-Franklin-5-53-144-Bongo-1"
"2183","F 53-144","IYS2022","Franklin","chaetognath","Pseudosagitta lyra","Pseudosagitta scrippsae","","","> 10mm",0.0374,11.22,"IYS2022-Franklin-5-53-144-Bongo-1"
"2184","F 53-144","IYS2022","Franklin","amphipod","Primno abyssalis","Primno abyssalis","","",">= 5mm < 10mm",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2185","F 53-144","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C5","","",1.19671,359.013,"IYS2022-Franklin-5-53-144-Bongo-1"
"2186","F 53-144","IYS2022","Franklin","gastropod","Gastropoda","Heteropoda spp.","veliger","","< 5mm",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2187","F 53-144","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C2","","",4.78684,1436.052,"IYS2022-Franklin-5-53-144-Bongo-1"
"2188","F 53-144","IYS2022","Franklin","copepod","Euchaetidae C1-C3","Euchaetidae spp.","C3","","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2189","F 53-144","IYS2022","Franklin","copepod","Pleuromamma scutullata C5-C6","Pleuromamma scutullata","C5","","",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2190","F 53-144","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C6","M","",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2191","F 53-144","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C2","","",9.17477,2752.431,"IYS2022-Franklin-5-53-144-Bongo-1"
"2192","F 53-144","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C3","","",5.18574,1555.722,"IYS2022-Franklin-5-53-144-Bongo-1"
"2193","F 53-144","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C4","","",0.59835,179.505,"IYS2022-Franklin-5-53-144-Bongo-1"
"2194","F 53-144","IYS2022","Franklin","appendicularian","Oikopleura spp.","Oikopleura labradoriensis","","","< 5mm",1.99452,598.356,"IYS2022-Franklin-5-53-144-Bongo-1"
"2195","F 53-144","IYS2022","Franklin","copepod","Oithona atlantica C6","Oithona atlantica","C6","F","",3.59013,1077.039,"IYS2022-Franklin-5-53-144-Bongo-1"
"2196","F 53-144","IYS2022","Franklin","copepod","Pleuromamma scutullata C5-C6","Pleuromamma scutullata","C6","F","",0.89753,269.259,"IYS2022-Franklin-5-53-144-Bongo-1"
"2197","F 53-144","IYS2022","Franklin","copepod","Lophothrix frontalis","Lophothrix frontalis","C6","F","",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2198","F 53-144","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C3","","",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2199","F 53-144","IYS2022","Franklin","cnidarian","Dimophyes arctica","Dimophyes arctica","nectophore","","< 5mm",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2200","F 53-144","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","adult","M","",0.02493,7.479,"IYS2022-Franklin-5-53-144-Bongo-1"
"2201","F 53-144","IYS2022","Franklin","gastropod","Limacina helicina","Limacina helicina acuta","","","< 2mm",3.19122,957.366,"IYS2022-Franklin-5-53-144-Bongo-1"
"2202","F 53-144","IYS2022","Franklin","isopod","Isopoda","Isopoda spp.","","","< 5mm",0.19945,59.835,"IYS2022-Franklin-5-53-144-Bongo-1"
"2203","F 53-144","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C1","","",4.78684,1436.052,"IYS2022-Franklin-5-53-144-Bongo-1"
"2204","F 53-144","IYS2022","Franklin","euphausiid","Euphausiidae","Euphausiidae spp.","calyptopis","","< 5mm",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2205","F 53-144","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C3","","",3.98903,1196.709,"IYS2022-Franklin-5-53-144-Bongo-1"
"2206","F 53-144","IYS2022","Franklin","amphipod","Scinidae","Scina borealis","","","< 5mm",0.04986,14.958,"IYS2022-Franklin-5-53-144-Bongo-1"
"2207","F 53-144","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",9.57367,2872.101,"IYS2022-Franklin-5-53-144-Bongo-1"
"2208","F 53-144","IYS2022","Franklin","chaetognath","Chaetognatha","Parasagitta elegans","","","> 10mm",0.19945,59.835,"IYS2022-Franklin-5-53-144-Bongo-1"
"2209","F 53-144","IYS2022","Franklin","cephalopod","Squid","Gonatus onyx","","",">= 5mm < 10mm",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2210","F 53-144","IYS2022","Franklin","euphausiid","Euphausia pacifica","Euphausia pacifica","adult","M","",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2211","F 53-144","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","M","",1.19671,359.013,"IYS2022-Franklin-5-53-144-Bongo-1"
"2212","F 53-144","IYS2022","Franklin","copepod","Metridia pacifica C5-C6","Metridia pacifica","C5","F","",0.79781,239.343,"IYS2022-Franklin-5-53-144-Bongo-1"
"2213","F 53-144","IYS2022","Franklin","appendicularian","Oikopleura spp.","Oikopleura labradoriensis","","",">= 5mm < 10mm",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2214","F 53-144","IYS2022","Franklin","ostracod","Ostracoda","Discoconchoecia elegans","","","< 5mm",3.59013,1077.039,"IYS2022-Franklin-5-53-144-Bongo-1"
"2215","F 53-144","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C2","","",7.57916,2273.748,"IYS2022-Franklin-5-53-144-Bongo-1"
"2216","F 53-144","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C6","M","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2217","F 53-144","IYS2022","Franklin","euphausiid","Tessarabrachion oculatum","Tessarabrachion oculatum","adult","M","",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2218","F 53-144","IYS2022","Franklin","euphausiid","Thysanoessa spinifera","Thysanoessa spinifera","juvenile","","> 10mm",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2219","F 53-144","IYS2022","Franklin","amphipod","Scinidae","Scina rattrayi","","","< 5mm",0.04986,14.958,"IYS2022-Franklin-5-53-144-Bongo-1"
"2220","F 53-144","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","M","",1.19671,359.013,"IYS2022-Franklin-5-53-144-Bongo-1"
"2221","F 53-144","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","juvenile","","< 5mm",0.04986,14.958,"IYS2022-Franklin-5-53-144-Bongo-1"
"2222","F 53-144","IYS2022","Franklin","copepod","Paraeuchaeta elongata C4-C6","Paraeuchaeta elongata","C5","F","",0.09973,29.919,"IYS2022-Franklin-5-53-144-Bongo-1"
"2223","F 53-144","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C1","","",4.38793,1316.379,"IYS2022-Franklin-5-53-144-Bongo-1"
"2224","F 53-144","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C1","","",0.3989,119.67,"IYS2022-Franklin-5-53-144-Bongo-1"
"2225","F 53-144","IYS2022","Franklin","cephalopod","Squid","Gonatus onyx","larvae","","< 5mm",0.01247,3.741,"IYS2022-Franklin-5-53-144-Bongo-1"
"2226","F 53-144","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","",">= 5mm < 10mm",6.183,1854.9,"IYS2022-Franklin-5-53-144-Bongo-1"
"2227","F 54-138","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C5","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2228","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C5","F","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2229","F 54-138","IYS2022","Franklin","appendicularian","Oikopleura spp.","Oikopleura labradoriensis","","","> 10mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2230","F 54-138","IYS2022","Franklin","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C5","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2231","F 54-138","IYS2022","Franklin","copepod","Oithona atlantica C6","Oithona atlantica","C6","F","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2232","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C2","","",41.50032,12450.096,"IYS2022-Franklin-5-54-138-Bongo-1"
"2233","F 54-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona similis","C5","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2234","F 54-138","IYS2022","Franklin","cnidarian","Aegina spp.","Aegina citrea","","","< 5mm",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
"2235","F 54-138","IYS2022","Franklin","copepod","Scaphocalanus spp.","Scaphocalanus magnus","C6","F","",0.03814,11.442,"IYS2022-Franklin-5-54-138-Bongo-1"
"2236","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C3","","",3.25493,976.479,"IYS2022-Franklin-5-54-138-Bongo-1"
"2237","F 54-138","IYS2022","Franklin","ostracod","Ostracoda","Discoconchoecia elegans","","","< 5mm",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2238","F 54-138","IYS2022","Franklin","cnidarian","Aglantha digitale","Aglantha digitale","","",">= 5mm < 10mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2239","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C2","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2240","F 54-138","IYS2022","Franklin","copepod","Metridia pacifica C5-C6","Metridia pacifica","C6","F","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2241","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C4","","",4.06866,1220.598,"IYS2022-Franklin-5-54-138-Bongo-1"
"2242","F 54-138","IYS2022","Franklin","polychaete","Tomopteris spp.","Tomopteris septentrionalis","","","> 10mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2243","F 54-138","IYS2022","Franklin","copepod","Scaphocalanus spp.","Scaphocalanus spp.","C4","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2244","F 54-138","IYS2022","Franklin","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","M","",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2245","F 54-138","IYS2022","Franklin","chaetognath","Chaetognatha","Mesosagitta minima","","",">= 5mm < 10mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2246","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","F","",27.66688,8300.064,"IYS2022-Franklin-5-54-138-Bongo-1"
"2247","F 54-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C2","","",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2248","F 54-138","IYS2022","Franklin","copepod","Microcalanus spp.","Microcalanus spp.","C6","M","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2249","F 54-138","IYS2022","Franklin","chaetognath","Chaetognatha","Parasagitta elegans","","","> 10mm",0.30515,91.545,"IYS2022-Franklin-5-54-138-Bongo-1"
"2250","F 54-138","IYS2022","Franklin","appendicularian","Oikopleura spp.","Oikopleura spp.","","","< 5mm",11.39224,3417.672,"IYS2022-Franklin-5-54-138-Bongo-1"
"2251","F 54-138","IYS2022","Franklin","cnidarian","Aglantha digitale","Aglantha digitale","","","> 10mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2252","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus minutus","C5","M","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2253","F 54-138","IYS2022","Franklin","chaetognath","Eukrohnia hamata","Eukrohnia hamata","","","> 10mm",1.93261,579.783,"IYS2022-Franklin-5-54-138-Bongo-1"
"2254","F 54-138","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C6","M","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2255","F 54-138","IYS2022","Franklin","copepod","Eucalanus spp. C1-C4","Eucalanus spp.","C3","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2256","F 54-138","IYS2022","Franklin","copepod","Neocalanus cristatus","Neocalanus cristatus","C3","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2257","F 54-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona setigera","C5","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2258","F 54-138","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","adult","M","",0.02543,7.629,"IYS2022-Franklin-5-54-138-Bongo-1"
"2259","F 54-138","IYS2022","Franklin","copepod","Oithona similis C6","Oithona similis","C6","F","",5.69612,1708.836,"IYS2022-Franklin-5-54-138-Bongo-1"
"2260","F 54-138","IYS2022","Franklin","copepod","Microcalanus spp.","Microcalanus pygmaeus","C5","","",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2261","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C1","","",24.41195,7323.585,"IYS2022-Franklin-5-54-138-Bongo-1"
"2262","F 54-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C4","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2263","F 54-138","IYS2022","Franklin","appendicularian","Oikopleura spp.","Oikopleura labradoriensis","","",">= 5mm < 10mm",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2264","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C3","","",4.06866,1220.598,"IYS2022-Franklin-5-54-138-Bongo-1"
"2265","F 54-138","IYS2022","Franklin","copepod","Euchaetidae C1-C3","Euchaetidae spp.","C1","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2266","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus minutus","C4","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2267","F 54-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","M","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2268","F 54-138","IYS2022","Franklin","copepod","Euchaetidae C1-C3","Euchaetidae spp.","C2","","",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2269","F 54-138","IYS2022","Franklin","chaetognath","Pseudosagitta lyra","Pseudosagitta scrippsae","","","> 10mm",0.11443,34.329,"IYS2022-Franklin-5-54-138-Bongo-1"
"2270","F 54-138","IYS2022","Franklin","gastropod","Limacina helicina","Limacina helicina acuta","","","< 5mm",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2271","F 54-138","IYS2022","Franklin","copepod","Metridia aff. lucens C5-C6","Metridia aff lucens","C5","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2272","F 54-138","IYS2022","Franklin","copepod","Spinocalanus longicornis","Spinocalanus longicornis","C5","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2273","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C4","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2274","F 54-138","IYS2022","Franklin","cnidarian","Siphonophorae","Lensia conoidea","nectophore","","> 10mm",0.02543,7.629,"IYS2022-Franklin-5-54-138-Bongo-1"
"2275","F 54-138","IYS2022","Franklin","euphausiid","Euphausia pacifica","Euphausia pacifica","adult","M","",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
"2276","F 54-138","IYS2022","Franklin","copepod","Scolecithricella minor","Scolecithricella minor","C6","F","",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2277","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C6","F","",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2278","F 54-138","IYS2022","Franklin","copepod","Metridia spp. C1-C4","Metridia spp.","C3","","",2.4412,732.36,"IYS2022-Franklin-5-54-138-Bongo-1"
"2279","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C6","F","",27.66688,8300.064,"IYS2022-Franklin-5-54-138-Bongo-1"
"2280","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C6","M","",8.13732,2441.196,"IYS2022-Franklin-5-54-138-Bongo-1"
"2281","F 54-138","IYS2022","Franklin","copepod","Heterorhabdus spp. C3-C5","Heterorhabdus spp.","C3","","",0.81373,244.119,"IYS2022-Franklin-5-54-138-Bongo-1"
"2282","F 54-138","IYS2022","Franklin","copepod","Gaussia intermedia","Gaussia intermedia","C6","M","",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
"2283","F 54-138","IYS2022","Franklin","amphipod","Themisto pacifica","Themisto pacifica","adult","F","",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
"2284","F 54-138","IYS2022","Franklin","copepod","Paraeuchaeta elongata C4-C6","Paraeuchaeta elongata","C6","F","",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
"2285","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus newmani","C6","F","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2286","F 54-138","IYS2022","Franklin","ostracod","Ostracoda","Alacia aff major","","","< 5mm",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2287","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus","C1","","",10.57851,3173.553,"IYS2022-Franklin-5-54-138-Bongo-1"
"2288","F 54-138","IYS2022","Franklin","ostracod","Ostracoda","Conchoecinae spp.","","","< 5mm",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2289","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C3","","",16.27463,4882.389,"IYS2022-Franklin-5-54-138-Bongo-1"
"2290","F 54-138","IYS2022","Franklin","copepod","Oithona spp. C3-C5","Oithona atlantica","C5","","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2291","F 54-138","IYS2022","Franklin","copepod","Pleuromamma scutullata C5-C6","Pleuromamma scutullata","C6","F","",0.06357,19.071,"IYS2022-Franklin-5-54-138-Bongo-1"
"2292","F 54-138","IYS2022","Franklin","cnidarian","Dimophyes arctica","Dimophyes arctica","nectophore","",">= 5mm < 10mm",0.02543,7.629,"IYS2022-Franklin-5-54-138-Bongo-1"
"2293","F 54-138","IYS2022","Franklin","euphausiid","Euphausia pacifica","Euphausia pacifica","juvenile","",">= 5mm < 10mm",0.03814,11.442,"IYS2022-Franklin-5-54-138-Bongo-1"
"2294","F 54-138","IYS2022","Franklin","copepod","Neocalanus flemingeri/plumchrus","Neocalanus flemingeri","C6","F","",0.10172,30.516,"IYS2022-Franklin-5-54-138-Bongo-1"
"2295","F 54-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C6","F","",1.62746,488.238,"IYS2022-Franklin-5-54-138-Bongo-1"
"2296","F 54-138","IYS2022","Franklin","copepod","Pseudocalanus spp.","Pseudocalanus mimus","C5","M","",19.52956,5858.868,"IYS2022-Franklin-5-54-138-Bongo-1"
"2297","F 54-138","IYS2022","Franklin","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","F","",1.8309,549.27,"IYS2022-Franklin-5-54-138-Bongo-1"
"2298","F 54-138","IYS2022","Franklin","euphausiid","Euphausia pacifica","Euphausia pacifica","juvenile","","> 10mm",0.01271,3.813,"IYS2022-Franklin-5-54-138-Bongo-1"
